stat,value,pct,cum_pct
system.cpu.statIssuedInstType_0::FloatMisc,1.0,0.0,43.42
system.cpu.statIssuedInstType_0::FloatSqrt,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdAdd,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdAddAcc,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdAlu,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdCmp,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdCvt,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdMisc,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdMult,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdMultAcc,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdMatMultAcc,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdShift,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdShiftAcc,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdDiv,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdSqrt,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdFloatAdd,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdFloatAlu,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdFloatCmp,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdFloatCvt,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdFloatDiv,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdFloatMisc,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdFloatMult,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdFloatMultAcc,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdFloatMatMultAcc,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdFloatSqrt,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdReduceAdd,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdReduceAlu,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdReduceCmp,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdFloatReduceAdd,0.0,0.0,43.42
system.cpu.statIssuedInstType_0::SimdFloatReduceCmp,0.0,0.0,43.42
